,Python/is_empty1,Python/is_empty2,C++/is_empty,C++/old_is_empty,/result,aut/states,aut/edges,aut/sccs,aut/ntsccs,aut/nrsccs,aut/nrstates,aut/sets,aut/acc,/bench
10,45.16664700349793,44.16685519972816,10.238273398135789,11.580556750413962,TTTT,10000,10109,55,1,1,9946,32,(Fin(0) & Inf(1)) | (Fin(2) & Inf(3)) | (Fin(4) & Inf(5)) | (Fin(6) & Inf(7)) | (Fin(8) & Inf(9)) | (Fin(10) & Inf(11)) | (Fin(12) & Inf(13)) | (Fin(14) & Inf(15)) | (Fin(16) & Inf(17)) | (Fin(18) & Inf(19)) | (Fin(20) & Inf(21)) | (Fin(22) & Inf(23)) | (Fin(24) & Inf(25)) | (Fin(26) & Inf(27)) | (Fin(28) & Inf(29)) | (Fin(30) & Inf(31)),Rabin
11,42.375841399189085,42.0773311983794,10.236580649507232,11.636987701058388,TTTT,10000,10113,52,1,1,9949,32,(Fin(0) & Inf(1)) | (Fin(2) & Inf(3)) | (Fin(4) & Inf(5)) | (Fin(6) & Inf(7)) | (Fin(8) & Inf(9)) | (Fin(10) & Inf(11)) | (Fin(12) & Inf(13)) | (Fin(14) & Inf(15)) | (Fin(16) & Inf(17)) | (Fin(18) & Inf(19)) | (Fin(20) & Inf(21)) | (Fin(22) & Inf(23)) | (Fin(24) & Inf(25)) | (Fin(26) & Inf(27)) | (Fin(28) & Inf(29)) | (Fin(30) & Inf(31)),Rabin
12,42.476708395406604,41.643301595468074,10.16954620135948,11.669402799452655,TTTT,10000,10106,38,1,1,9963,32,(Fin(0) & Inf(1)) | (Fin(2) & Inf(3)) | (Fin(4) & Inf(5)) | (Fin(6) & Inf(7)) | (Fin(8) & Inf(9)) | (Fin(10) & Inf(11)) | (Fin(12) & Inf(13)) | (Fin(14) & Inf(15)) | (Fin(16) & Inf(17)) | (Fin(18) & Inf(19)) | (Fin(20) & Inf(21)) | (Fin(22) & Inf(23)) | (Fin(24) & Inf(25)) | (Fin(26) & Inf(27)) | (Fin(28) & Inf(29)) | (Fin(30) & Inf(31)),Rabin
13,42.80544699868187,42.45822599623352,10.279150848509744,11.664465299691074,TTTT,10000,10119,38,2,2,9964,32,(Fin(0) & Inf(1)) | (Fin(2) & Inf(3)) | (Fin(4) & Inf(5)) | (Fin(6) & Inf(7)) | (Fin(8) & Inf(9)) | (Fin(10) & Inf(11)) | (Fin(12) & Inf(13)) | (Fin(14) & Inf(15)) | (Fin(16) & Inf(17)) | (Fin(18) & Inf(19)) | (Fin(20) & Inf(21)) | (Fin(22) & Inf(23)) | (Fin(24) & Inf(25)) | (Fin(26) & Inf(27)) | (Fin(28) & Inf(29)) | (Fin(30) & Inf(31)),Rabin
14,42.017557797953486,41.66181399486959,10.159160950570367,11.76075309922453,TTTT,10000,10120,189,2,2,9813,32,(Fin(0) & Inf(1)) | (Fin(2) & Inf(3)) | (Fin(4) & Inf(5)) | (Fin(6) & Inf(7)) | (Fin(8) & Inf(9)) | (Fin(10) & Inf(11)) | (Fin(12) & Inf(13)) | (Fin(14) & Inf(15)) | (Fin(16) & Inf(17)) | (Fin(18) & Inf(19)) | (Fin(20) & Inf(21)) | (Fin(22) & Inf(23)) | (Fin(24) & Inf(25)) | (Fin(26) & Inf(27)) | (Fin(28) & Inf(29)) | (Fin(30) & Inf(31)),Rabin
15,44.10303219920024,43.23231279850006,10.155352600850165,11.474092901335098,TTTT,10000,10098,118,1,1,9883,32,(Fin(0) & Inf(1)) | (Fin(2) & Inf(3)) | (Fin(4) & Inf(5)) | (Fin(6) & Inf(7)) | (Fin(8) & Inf(9)) | (Fin(10) & Inf(11)) | (Fin(12) & Inf(13)) | (Fin(14) & Inf(15)) | (Fin(16) & Inf(17)) | (Fin(18) & Inf(19)) | (Fin(20) & Inf(21)) | (Fin(22) & Inf(23)) | (Fin(24) & Inf(25)) | (Fin(26) & Inf(27)) | (Fin(28) & Inf(29)) | (Fin(30) & Inf(31)),Rabin
16,42.682474199682474,41.939745005220175,10.199727350845933,11.616272502578795,TTTT,10000,10096,31,1,1,9970,32,(Fin(0) & Inf(1)) | (Fin(2) & Inf(3)) | (Fin(4) & Inf(5)) | (Fin(6) & Inf(7)) | (Fin(8) & Inf(9)) | (Fin(10) & Inf(11)) | (Fin(12) & Inf(13)) | (Fin(14) & Inf(15)) | (Fin(16) & Inf(17)) | (Fin(18) & Inf(19)) | (Fin(20) & Inf(21)) | (Fin(22) & Inf(23)) | (Fin(24) & Inf(25)) | (Fin(26) & Inf(27)) | (Fin(28) & Inf(29)) | (Fin(30) & Inf(31)),Rabin
17,43.0643773986958,41.577855800278485,10.151457399479114,11.799259600229561,TTTT,10000,10126,52,1,1,9949,32,(Fin(0) & Inf(1)) | (Fin(2) & Inf(3)) | (Fin(4) & Inf(5)) | (Fin(6) & Inf(7)) | (Fin(8) & Inf(9)) | (Fin(10) & Inf(11)) | (Fin(12) & Inf(13)) | (Fin(14) & Inf(15)) | (Fin(16) & Inf(17)) | (Fin(18) & Inf(19)) | (Fin(20) & Inf(21)) | (Fin(22) & Inf(23)) | (Fin(24) & Inf(25)) | (Fin(26) & Inf(27)) | (Fin(28) & Inf(29)) | (Fin(30) & Inf(31)),Rabin
18,42.604361998382956,42.185915797017515,10.252068549743854,11.671752997790463,TTTT,10000,10134,9,1,1,9992,32,(Fin(0) & Inf(1)) | (Fin(2) & Inf(3)) | (Fin(4) & Inf(5)) | (Fin(6) & Inf(7)) | (Fin(8) & Inf(9)) | (Fin(10) & Inf(11)) | (Fin(12) & Inf(13)) | (Fin(14) & Inf(15)) | (Fin(16) & Inf(17)) | (Fin(18) & Inf(19)) | (Fin(20) & Inf(21)) | (Fin(22) & Inf(23)) | (Fin(24) & Inf(25)) | (Fin(26) & Inf(27)) | (Fin(28) & Inf(29)) | (Fin(30) & Inf(31)),Rabin
19,42.71694420604035,41.78824319969863,10.106600899598561,11.553169350372627,TTTT,10000,10111,64,1,1,9937,32,(Fin(0) & Inf(1)) | (Fin(2) & Inf(3)) | (Fin(4) & Inf(5)) | (Fin(6) & Inf(7)) | (Fin(8) & Inf(9)) | (Fin(10) & Inf(11)) | (Fin(12) & Inf(13)) | (Fin(14) & Inf(15)) | (Fin(16) & Inf(17)) | (Fin(18) & Inf(19)) | (Fin(20) & Inf(21)) | (Fin(22) & Inf(23)) | (Fin(24) & Inf(25)) | (Fin(26) & Inf(27)) | (Fin(28) & Inf(29)) | (Fin(30) & Inf(31)),Rabin
20,25.841104798018932,24.310221103951335,6.180615299381316,26.39778869925067,FFFF,10000,10104,62,1,1,9939,32,(Fin(0) & Inf(1)) | (Fin(2) & Inf(3)) | (Fin(4) & Inf(5)) | (Fin(6) & Inf(7)) | (Fin(8) & Inf(9)) | (Fin(10) & Inf(11)) | (Fin(12) & Inf(13)) | (Fin(14) & Inf(15)) | (Fin(16) & Inf(17)) | (Fin(18) & Inf(19)) | (Fin(20) & Inf(21)) | (Fin(22) & Inf(23)) | (Fin(24) & Inf(25)) | (Fin(26) & Inf(27)) | (Fin(28) & Inf(29)) | (Fin(30) & Inf(31)),Rabin
21,42.236556799616665,41.30098919849843,10.127461401862092,11.50136844953522,TTTT,10000,10098,162,1,1,9839,32,(Fin(0) & Inf(1)) | (Fin(2) & Inf(3)) | (Fin(4) & Inf(5)) | (Fin(6) & Inf(7)) | (Fin(8) & Inf(9)) | (Fin(10) & Inf(11)) | (Fin(12) & Inf(13)) | (Fin(14) & Inf(15)) | (Fin(16) & Inf(17)) | (Fin(18) & Inf(19)) | (Fin(20) & Inf(21)) | (Fin(22) & Inf(23)) | (Fin(24) & Inf(25)) | (Fin(26) & Inf(27)) | (Fin(28) & Inf(29)) | (Fin(30) & Inf(31)),Rabin
22,42.897011793684214,42.149167601019144,10.220885247690603,11.67038494895678,TTTT,10000,10106,40,1,1,9961,32,(Fin(0) & Inf(1)) | (Fin(2) & Inf(3)) | (Fin(4) & Inf(5)) | (Fin(6) & Inf(7)) | (Fin(8) & Inf(9)) | (Fin(10) & Inf(11)) | (Fin(12) & Inf(13)) | (Fin(14) & Inf(15)) | (Fin(16) & Inf(17)) | (Fin(18) & Inf(19)) | (Fin(20) & Inf(21)) | (Fin(22) & Inf(23)) | (Fin(24) & Inf(25)) | (Fin(26) & Inf(27)) | (Fin(28) & Inf(29)) | (Fin(30) & Inf(31)),Rabin
23,31.67065469897352,0.10284007550217211,0.09848783239722252,26.863977703033015,FFFF,10000,10108,21,1,1,9980,32,(Fin(0) & Inf(1)) | (Fin(2) & Inf(3)) | (Fin(4) & Inf(5)) | (Fin(6) & Inf(7)) | (Fin(8) & Inf(9)) | (Fin(10) & Inf(11)) | (Fin(12) & Inf(13)) | (Fin(14) & Inf(15)) | (Fin(16) & Inf(17)) | (Fin(18) & Inf(19)) | (Fin(20) & Inf(21)) | (Fin(22) & Inf(23)) | (Fin(24) & Inf(25)) | (Fin(26) & Inf(27)) | (Fin(28) & Inf(29)) | (Fin(30) & Inf(31)),Rabin
24,42.56338640116155,41.68670859653503,10.269043350126594,11.729250149801373,TTTT,10000,10106,10,1,1,9991,32,(Fin(0) & Inf(1)) | (Fin(2) & Inf(3)) | (Fin(4) & Inf(5)) | (Fin(6) & Inf(7)) | (Fin(8) & Inf(9)) | (Fin(10) & Inf(11)) | (Fin(12) & Inf(13)) | (Fin(14) & Inf(15)) | (Fin(16) & Inf(17)) | (Fin(18) & Inf(19)) | (Fin(20) & Inf(21)) | (Fin(22) & Inf(23)) | (Fin(24) & Inf(25)) | (Fin(26) & Inf(27)) | (Fin(28) & Inf(29)) | (Fin(30) & Inf(31)),Rabin
25,43.08184300316498,42.02000420773402,10.21057155157905,11.632358850329183,TTTT,10000,10125,44,1,1,9957,32,(Fin(0) & Inf(1)) | (Fin(2) & Inf(3)) | (Fin(4) & Inf(5)) | (Fin(6) & Inf(7)) | (Fin(8) & Inf(9)) | (Fin(10) & Inf(11)) | (Fin(12) & Inf(13)) | (Fin(14) & Inf(15)) | (Fin(16) & Inf(17)) | (Fin(18) & Inf(19)) | (Fin(20) & Inf(21)) | (Fin(22) & Inf(23)) | (Fin(24) & Inf(25)) | (Fin(26) & Inf(27)) | (Fin(28) & Inf(29)) | (Fin(30) & Inf(31)),Rabin
26,44.0158270066604,42.226281797047704,10.22607859922573,11.778924899408594,TTTT,10000,10130,2,1,1,9999,32,(Fin(0) & Inf(1)) | (Fin(2) & Inf(3)) | (Fin(4) & Inf(5)) | (Fin(6) & Inf(7)) | (Fin(8) & Inf(9)) | (Fin(10) & Inf(11)) | (Fin(12) & Inf(13)) | (Fin(14) & Inf(15)) | (Fin(16) & Inf(17)) | (Fin(18) & Inf(19)) | (Fin(20) & Inf(21)) | (Fin(22) & Inf(23)) | (Fin(24) & Inf(25)) | (Fin(26) & Inf(27)) | (Fin(28) & Inf(29)) | (Fin(30) & Inf(31)),Rabin
27,42.818057793192565,41.78228740347549,10.146328498376533,11.565596997388639,TTTT,10000,10115,84,1,1,9917,32,(Fin(0) & Inf(1)) | (Fin(2) & Inf(3)) | (Fin(4) & Inf(5)) | (Fin(6) & Inf(7)) | (Fin(8) & Inf(9)) | (Fin(10) & Inf(11)) | (Fin(12) & Inf(13)) | (Fin(14) & Inf(15)) | (Fin(16) & Inf(17)) | (Fin(18) & Inf(19)) | (Fin(20) & Inf(21)) | (Fin(22) & Inf(23)) | (Fin(24) & Inf(25)) | (Fin(26) & Inf(27)) | (Fin(28) & Inf(29)) | (Fin(30) & Inf(31)),Rabin
28,43.72013619868085,41.82993619469926,10.220973149989732,11.724937151302584,TTTT,10000,10135,96,1,1,9905,32,(Fin(0) & Inf(1)) | (Fin(2) & Inf(3)) | (Fin(4) & Inf(5)) | (Fin(6) & Inf(7)) | (Fin(8) & Inf(9)) | (Fin(10) & Inf(11)) | (Fin(12) & Inf(13)) | (Fin(14) & Inf(15)) | (Fin(16) & Inf(17)) | (Fin(18) & Inf(19)) | (Fin(20) & Inf(21)) | (Fin(22) & Inf(23)) | (Fin(24) & Inf(25)) | (Fin(26) & Inf(27)) | (Fin(28) & Inf(29)) | (Fin(30) & Inf(31)),Rabin
29,42.83676319755614,42.904434993397444,10.10993070085533,11.68988565041218,TTTT,10000,10115,81,1,1,9920,32,(Fin(0) & Inf(1)) | (Fin(2) & Inf(3)) | (Fin(4) & Inf(5)) | (Fin(6) & Inf(7)) | (Fin(8) & Inf(9)) | (Fin(10) & Inf(11)) | (Fin(12) & Inf(13)) | (Fin(14) & Inf(15)) | (Fin(16) & Inf(17)) | (Fin(18) & Inf(19)) | (Fin(20) & Inf(21)) | (Fin(22) & Inf(23)) | (Fin(24) & Inf(25)) | (Fin(26) & Inf(27)) | (Fin(28) & Inf(29)) | (Fin(30) & Inf(31)),Rabin
30,41.53710239334032,40.45888059772551,10.026547259185463,11.40871589886956,TTTT,10000,10117,509,3,3,9494,32,(Fin(0) & Inf(1)) | (Fin(2) & Inf(3)) | (Fin(4) & Inf(5)) | (Fin(6) & Inf(7)) | (Fin(8) & Inf(9)) | (Fin(10) & Inf(11)) | (Fin(12) & Inf(13)) | (Fin(14) & Inf(15)) | (Fin(16) & Inf(17)) | (Fin(18) & Inf(19)) | (Fin(20) & Inf(21)) | (Fin(22) & Inf(23)) | (Fin(24) & Inf(25)) | (Fin(26) & Inf(27)) | (Fin(28) & Inf(29)) | (Fin(30) & Inf(31)),Rabin
31,43.258108000736684,42.03186999075115,10.178165548131801,11.511052399873734,TTTT,10000,10111,58,1,1,9943,32,(Fin(0) & Inf(1)) | (Fin(2) & Inf(3)) | (Fin(4) & Inf(5)) | (Fin(6) & Inf(7)) | (Fin(8) & Inf(9)) | (Fin(10) & Inf(11)) | (Fin(12) & Inf(13)) | (Fin(14) & Inf(15)) | (Fin(16) & Inf(17)) | (Fin(18) & Inf(19)) | (Fin(20) & Inf(21)) | (Fin(22) & Inf(23)) | (Fin(24) & Inf(25)) | (Fin(26) & Inf(27)) | (Fin(28) & Inf(29)) | (Fin(30) & Inf(31)),Rabin
32,43.361100601032376,42.05365279922262,10.255433298880234,11.745702900225297,TTTT,10000,10113,41,1,1,9960,32,(Fin(0) & Inf(1)) | (Fin(2) & Inf(3)) | (Fin(4) & Inf(5)) | (Fin(6) & Inf(7)) | (Fin(8) & Inf(9)) | (Fin(10) & Inf(11)) | (Fin(12) & Inf(13)) | (Fin(14) & Inf(15)) | (Fin(16) & Inf(17)) | (Fin(18) & Inf(19)) | (Fin(20) & Inf(21)) | (Fin(22) & Inf(23)) | (Fin(24) & Inf(25)) | (Fin(26) & Inf(27)) | (Fin(28) & Inf(29)) | (Fin(30) & Inf(31)),Rabin
33,43.8295686035417,42.11036120541394,10.1683671498904,11.695421949843876,TTTT,10000,10117,52,1,1,9949,32,(Fin(0) & Inf(1)) | (Fin(2) & Inf(3)) | (Fin(4) & Inf(5)) | (Fin(6) & Inf(7)) | (Fin(8) & Inf(9)) | (Fin(10) & Inf(11)) | (Fin(12) & Inf(13)) | (Fin(14) & Inf(15)) | (Fin(16) & Inf(17)) | (Fin(18) & Inf(19)) | (Fin(20) & Inf(21)) | (Fin(22) & Inf(23)) | (Fin(24) & Inf(25)) | (Fin(26) & Inf(27)) | (Fin(28) & Inf(29)) | (Fin(30) & Inf(31)),Rabin
34,43.37586980545893,42.056275403592736,10.172054002759978,11.633832450024784,TTTT,10000,10104,65,1,1,9936,32,(Fin(0) & Inf(1)) | (Fin(2) & Inf(3)) | (Fin(4) & Inf(5)) | (Fin(6) & Inf(7)) | (Fin(8) & Inf(9)) | (Fin(10) & Inf(11)) | (Fin(12) & Inf(13)) | (Fin(14) & Inf(15)) | (Fin(16) & Inf(17)) | (Fin(18) & Inf(19)) | (Fin(20) & Inf(21)) | (Fin(22) & Inf(23)) | (Fin(24) & Inf(25)) | (Fin(26) & Inf(27)) | (Fin(28) & Inf(29)) | (Fin(30) & Inf(31)),Rabin
35,42.82750959973782,41.339836607221514,10.1228371495381,11.593275601626374,TTTT,10000,10120,205,1,1,9796,32,(Fin(0) & Inf(1)) | (Fin(2) & Inf(3)) | (Fin(4) & Inf(5)) | (Fin(6) & Inf(7)) | (Fin(8) & Inf(9)) | (Fin(10) & Inf(11)) | (Fin(12) & Inf(13)) | (Fin(14) & Inf(15)) | (Fin(16) & Inf(17)) | (Fin(18) & Inf(19)) | (Fin(20) & Inf(21)) | (Fin(22) & Inf(23)) | (Fin(24) & Inf(25)) | (Fin(26) & Inf(27)) | (Fin(28) & Inf(29)) | (Fin(30) & Inf(31)),Rabin
36,43.32702859537676,43.35627680411562,10.236577899195254,11.679295302019455,TTTT,10000,10103,14,1,1,9987,32,(Fin(0) & Inf(1)) | (Fin(2) & Inf(3)) | (Fin(4) & Inf(5)) | (Fin(6) & Inf(7)) | (Fin(8) & Inf(9)) | (Fin(10) & Inf(11)) | (Fin(12) & Inf(13)) | (Fin(14) & Inf(15)) | (Fin(16) & Inf(17)) | (Fin(18) & Inf(19)) | (Fin(20) & Inf(21)) | (Fin(22) & Inf(23)) | (Fin(24) & Inf(25)) | (Fin(26) & Inf(27)) | (Fin(28) & Inf(29)) | (Fin(30) & Inf(31)),Rabin
37,4.327940619550645,0.051647768006660044,0.04752826880430803,26.318812801036984,FFFF,10000,10111,104,1,1,9897,32,(Fin(0) & Inf(1)) | (Fin(2) & Inf(3)) | (Fin(4) & Inf(5)) | (Fin(6) & Inf(7)) | (Fin(8) & Inf(9)) | (Fin(10) & Inf(11)) | (Fin(12) & Inf(13)) | (Fin(14) & Inf(15)) | (Fin(16) & Inf(17)) | (Fin(18) & Inf(19)) | (Fin(20) & Inf(21)) | (Fin(22) & Inf(23)) | (Fin(24) & Inf(25)) | (Fin(26) & Inf(27)) | (Fin(28) & Inf(29)) | (Fin(30) & Inf(31)),Rabin
38,43.485376599710435,41.841749602463096,10.20395359955728,11.74403470067773,TTTT,10000,10101,58,1,1,9943,32,(Fin(0) & Inf(1)) | (Fin(2) & Inf(3)) | (Fin(4) & Inf(5)) | (Fin(6) & Inf(7)) | (Fin(8) & Inf(9)) | (Fin(10) & Inf(11)) | (Fin(12) & Inf(13)) | (Fin(14) & Inf(15)) | (Fin(16) & Inf(17)) | (Fin(18) & Inf(19)) | (Fin(20) & Inf(21)) | (Fin(22) & Inf(23)) | (Fin(24) & Inf(25)) | (Fin(26) & Inf(27)) | (Fin(28) & Inf(29)) | (Fin(30) & Inf(31)),Rabin
39,28.554848895873874,0.15836350651807152,0.15391014399938285,26.932944502914324,FFFF,10000,10115,19,1,1,9982,32,(Fin(0) & Inf(1)) | (Fin(2) & Inf(3)) | (Fin(4) & Inf(5)) | (Fin(6) & Inf(7)) | (Fin(8) & Inf(9)) | (Fin(10) & Inf(11)) | (Fin(12) & Inf(13)) | (Fin(14) & Inf(15)) | (Fin(16) & Inf(17)) | (Fin(18) & Inf(19)) | (Fin(20) & Inf(21)) | (Fin(22) & Inf(23)) | (Fin(24) & Inf(25)) | (Fin(26) & Inf(27)) | (Fin(28) & Inf(29)) | (Fin(30) & Inf(31)),Rabin
40,42.350320203695446,42.20229979837313,10.07158089778386,11.550986900692806,TTTT,10000,10110,245,1,1,9756,32,(Fin(0) & Inf(1)) | (Fin(2) & Inf(3)) | (Fin(4) & Inf(5)) | (Fin(6) & Inf(7)) | (Fin(8) & Inf(9)) | (Fin(10) & Inf(11)) | (Fin(12) & Inf(13)) | (Fin(14) & Inf(15)) | (Fin(16) & Inf(17)) | (Fin(18) & Inf(19)) | (Fin(20) & Inf(21)) | (Fin(22) & Inf(23)) | (Fin(24) & Inf(25)) | (Fin(26) & Inf(27)) | (Fin(28) & Inf(29)) | (Fin(30) & Inf(31)),Rabin
41,42.498729401268065,40.591092803515494,10.039284960366786,11.513711849693209,TTTT,10000,10104,386,1,1,9615,32,(Fin(0) & Inf(1)) | (Fin(2) & Inf(3)) | (Fin(4) & Inf(5)) | (Fin(6) & Inf(7)) | (Fin(8) & Inf(9)) | (Fin(10) & Inf(11)) | (Fin(12) & Inf(13)) | (Fin(14) & Inf(15)) | (Fin(16) & Inf(17)) | (Fin(18) & Inf(19)) | (Fin(20) & Inf(21)) | (Fin(22) & Inf(23)) | (Fin(24) & Inf(25)) | (Fin(26) & Inf(27)) | (Fin(28) & Inf(29)) | (Fin(30) & Inf(31)),Rabin
42,43.32040820736438,42.609329405240715,10.286971300956793,11.934867399395443,TTTT,10000,10078,47,1,1,9954,32,(Fin(0) & Inf(1)) | (Fin(2) & Inf(3)) | (Fin(4) & Inf(5)) | (Fin(6) & Inf(7)) | (Fin(8) & Inf(9)) | (Fin(10) & Inf(11)) | (Fin(12) & Inf(13)) | (Fin(14) & Inf(15)) | (Fin(16) & Inf(17)) | (Fin(18) & Inf(19)) | (Fin(20) & Inf(21)) | (Fin(22) & Inf(23)) | (Fin(24) & Inf(25)) | (Fin(26) & Inf(27)) | (Fin(28) & Inf(29)) | (Fin(30) & Inf(31)),Rabin
43,41.34147400036454,0.3410984869697131,0.33760619000531733,27.05751249450259,FFFF,10000,10126,110,2,2,9892,32,(Fin(0) & Inf(1)) | (Fin(2) & Inf(3)) | (Fin(4) & Inf(5)) | (Fin(6) & Inf(7)) | (Fin(8) & Inf(9)) | (Fin(10) & Inf(11)) | (Fin(12) & Inf(13)) | (Fin(14) & Inf(15)) | (Fin(16) & Inf(17)) | (Fin(18) & Inf(19)) | (Fin(20) & Inf(21)) | (Fin(22) & Inf(23)) | (Fin(24) & Inf(25)) | (Fin(26) & Inf(27)) | (Fin(28) & Inf(29)) | (Fin(30) & Inf(31)),Rabin
44,41.458188998512924,40.17116010072641,9.88329618005082,11.465435349964537,TTTT,10000,10104,580,1,1,9421,32,(Fin(0) & Inf(1)) | (Fin(2) & Inf(3)) | (Fin(4) & Inf(5)) | (Fin(6) & Inf(7)) | (Fin(8) & Inf(9)) | (Fin(10) & Inf(11)) | (Fin(12) & Inf(13)) | (Fin(14) & Inf(15)) | (Fin(16) & Inf(17)) | (Fin(18) & Inf(19)) | (Fin(20) & Inf(21)) | (Fin(22) & Inf(23)) | (Fin(24) & Inf(25)) | (Fin(26) & Inf(27)) | (Fin(28) & Inf(29)) | (Fin(30) & Inf(31)),Rabin
45,43.199794995598495,41.9818595983088,10.2644420490833,11.809717997675762,TTTT,10000,10116,48,1,1,9953,32,(Fin(0) & Inf(1)) | (Fin(2) & Inf(3)) | (Fin(4) & Inf(5)) | (Fin(6) & Inf(7)) | (Fin(8) & Inf(9)) | (Fin(10) & Inf(11)) | (Fin(12) & Inf(13)) | (Fin(14) & Inf(15)) | (Fin(16) & Inf(17)) | (Fin(18) & Inf(19)) | (Fin(20) & Inf(21)) | (Fin(22) & Inf(23)) | (Fin(24) & Inf(25)) | (Fin(26) & Inf(27)) | (Fin(28) & Inf(29)) | (Fin(30) & Inf(31)),Rabin
46,43.81288660224527,42.7665019989945,10.291213198797777,11.543386647826992,TTTT,10000,10110,18,1,1,9983,32,(Fin(0) & Inf(1)) | (Fin(2) & Inf(3)) | (Fin(4) & Inf(5)) | (Fin(6) & Inf(7)) | (Fin(8) & Inf(9)) | (Fin(10) & Inf(11)) | (Fin(12) & Inf(13)) | (Fin(14) & Inf(15)) | (Fin(16) & Inf(17)) | (Fin(18) & Inf(19)) | (Fin(20) & Inf(21)) | (Fin(22) & Inf(23)) | (Fin(24) & Inf(25)) | (Fin(26) & Inf(27)) | (Fin(28) & Inf(29)) | (Fin(30) & Inf(31)),Rabin
47,43.158658407628536,41.870777192525566,10.149350948631763,11.749412200879306,TTTT,10000,10118,132,1,1,9869,32,(Fin(0) & Inf(1)) | (Fin(2) & Inf(3)) | (Fin(4) & Inf(5)) | (Fin(6) & Inf(7)) | (Fin(8) & Inf(9)) | (Fin(10) & Inf(11)) | (Fin(12) & Inf(13)) | (Fin(14) & Inf(15)) | (Fin(16) & Inf(17)) | (Fin(18) & Inf(19)) | (Fin(20) & Inf(21)) | (Fin(22) & Inf(23)) | (Fin(24) & Inf(25)) | (Fin(26) & Inf(27)) | (Fin(28) & Inf(29)) | (Fin(30) & Inf(31)),Rabin
48,0.35139812499983236,0.1892270074749831,0.18601418152684346,26.247084100032225,FFFF,10000,10102,76,2,2,9926,32,(Fin(0) & Inf(1)) | (Fin(2) & Inf(3)) | (Fin(4) & Inf(5)) | (Fin(6) & Inf(7)) | (Fin(8) & Inf(9)) | (Fin(10) & Inf(11)) | (Fin(12) & Inf(13)) | (Fin(14) & Inf(15)) | (Fin(16) & Inf(17)) | (Fin(18) & Inf(19)) | (Fin(20) & Inf(21)) | (Fin(22) & Inf(23)) | (Fin(24) & Inf(25)) | (Fin(26) & Inf(27)) | (Fin(28) & Inf(29)) | (Fin(30) & Inf(31)),Rabin
49,2.574251650366932,0.310840881022159,0.3067837759735994,26.79655560059473,FFFF,10000,10110,264,1,1,9737,32,(Fin(0) & Inf(1)) | (Fin(2) & Inf(3)) | (Fin(4) & Inf(5)) | (Fin(6) & Inf(7)) | (Fin(8) & Inf(9)) | (Fin(10) & Inf(11)) | (Fin(12) & Inf(13)) | (Fin(14) & Inf(15)) | (Fin(16) & Inf(17)) | (Fin(18) & Inf(19)) | (Fin(20) & Inf(21)) | (Fin(22) & Inf(23)) | (Fin(24) & Inf(25)) | (Fin(26) & Inf(27)) | (Fin(28) & Inf(29)) | (Fin(30) & Inf(31)),Rabin
0,1.6013750899583101,1.239517244976014,0.3194941520341672,2.141467980109155,TTTT,1084,4336,196,22,13,898,18,(Fin(0) | Inf(1)) & (Fin(2) | Inf(3)) & (Fin(4) | Inf(5)) & (Fin(6) | Inf(7)) & (Fin(8) | Inf(9)) & (Fin(10) | Inf(11)) & (Fin(12) | Inf(13)) & (Fin(14) | Inf(15)) & (Fin(16) | Inf(17)),Streett
1,2.071472950046882,1.2325756548671052,0.450613145949319,1.2642782251350582,TTTT,1413,5652,438,146,49,940,28,(Fin(0) | Inf(1)) & (Fin(2) | Inf(3)) & (Fin(4) | Inf(5)) & (Fin(6) | Inf(7)) & (Fin(8) | Inf(9)) & (Fin(10) | Inf(11)) & (Fin(12) | Inf(13)) & (Fin(14) | Inf(15)) & (Fin(16) | Inf(17)) & (Fin(18) | Inf(19)) & (Fin(20) | Inf(21)) & (Fin(22) | Inf(23)) & (Fin(24) | Inf(25)) & (Fin(26) | Inf(27)),Streett
2,4.772741760825738,4.217038820497692,1.183032609988004,6.172245140187442,TTTT,3386,13544,344,38,32,3062,24,(Fin(0) | Inf(1)) & (Fin(2) | Inf(3)) & (Fin(4) | Inf(5)) & (Fin(6) | Inf(7)) & (Fin(8) | Inf(9)) & (Fin(10) | Inf(11)) & (Fin(12) | Inf(13)) & (Fin(14) | Inf(15)) & (Fin(16) | Inf(17)) & (Fin(18) | Inf(19)) & (Fin(20) | Inf(21)) & (Fin(22) | Inf(23)),Streett
3,5.462749559665099,2.7135297801578417,0.7736210420262069,1.8935379449976608,TTTT,1718,6872,819,291,100,999,24,(Fin(0) | Inf(1)) & (Fin(2) | Inf(3)) & (Fin(4) | Inf(5)) & (Fin(6) | Inf(7)) & (Fin(8) | Inf(9)) & (Fin(10) | Inf(11)) & (Fin(12) | Inf(13)) & (Fin(14) | Inf(15)) & (Fin(16) | Inf(17)) & (Fin(18) | Inf(19)) & (Fin(20) | Inf(21)) & (Fin(22) | Inf(23)),Streett
