,Python/is_empty1,Python/is_empty2,C++/is_empty,C++/old_is_empty,/result,aut/states,aut/edges,aut/sccs,aut/ntsccs,aut/nrsccs,aut/nrstates,aut/sets,aut/acc,/bench
20,5.234332180116326,0.0524107146076858,0.04848599400138483,132.00204199529253,FFFF,100000,125520,4,1,1,99997,20,Inf(10) | Inf(19) | (Fin(4)|Fin(13)) | Inf(0) | ((((Fin(3)|Fin(6)|Fin(17)) & Fin(7) & Fin(14) & Inf(17)) | ((Inf(2)&Inf(12)) & Fin(9)) | Inf(17) | (Inf(1) & Fin(5))) & ((Fin(3)|Fin(11)) | Inf(16) | (Fin(3) & Inf(3))) & Inf(15) & Fin(14) & Fin(9) & Fin(19) & Fin(2) & Fin(8)) | Inf(17) | (Inf(18) & Fin(14)),random-rep
21,5.868855899898335,0.04664200659608468,0.04274684380507097,427.82515700673684,FFFF,100000,125425,12,2,2,99990,20,(Fin(13) | ((Inf(9) | Inf(9) | (Fin(14)|Fin(15)) | Inf(18) | ((Inf(0)&Inf(8)&Inf(16)) & (Inf(0) | Inf(6)))) & (Inf(18) | Fin(5))) | ((Fin(10) | Inf(9)) & Inf(8)) | (Inf(1)&Inf(4)) | ((Fin(3) | Inf(18)) & Inf(7) & (Inf(11) | Fin(5) | Inf(17))) | ((Inf(11) | Inf(5)) & (((Inf(11)&Inf(16)) & Fin(0) & (Fin(15) | Inf(12))) | Inf(2) | Inf(15) | Fin(10)))) & (Fin(1) | Inf(9) | Inf(19)),random-rep
22,104.21867499826476,102.93115800595842,39.38459290075116,184.00341650703922,TTTT,100000,125417,1,1,1,100000,20,((Fin(9) & Fin(12)) | (((Fin(5) & ((Fin(3) & (Inf(13) | Fin(10))) | Fin(5)) & (Fin(8) | Inf(5))) | (Fin(7) & Fin(11) & (Fin(1)|Fin(11)))) & ((Fin(1)|Fin(18)) | ((Fin(18) | (Fin(11) & (Inf(9)&Inf(15)&Inf(19))) | Inf(19)) & Fin(6) & Fin(19) & (((Inf(9) | Inf(9)) & (Inf(3)&Inf(6))) | (Fin(9)|Fin(10)|Fin(14)|Fin(17)) | (Fin(9) & Inf(9)) | Inf(5)))))) & (((Inf(0)&Inf(3)&Inf(16)) & Fin(4)) | (Fin(8) & Inf(13) & (Inf(16) | Inf(2)) & (Fin(10) | Inf(18)) & (Fin(16) | Inf(8))) | Inf(5)),random-rep
23,5.370193859562278,0.06068796700565145,0.05681913419393823,166.4872744877357,FFFF,100000,125281,2,1,1,99999,20,(Fin(10) & ((Inf(9)&Inf(12)) | Inf(3) | Inf(13) | (Fin(4)|Fin(16)) | Inf(1) | Inf(4) | ((Fin(4) | Inf(2)) & (Fin(1) | ((Inf(3) | (Fin(8) & Fin(5)) | ((Inf(0) | (Fin(19) & Inf(3))) & (((Inf(17) | Inf(1)) & Fin(15)) | Fin(0)))) & (Inf(1) | (Fin(18) & (Inf(5)&Inf(11)&Inf(12)&Inf(16)) & Fin(6)))))))) | Inf(7) | Inf(14),random-rep
24,6.3716794399078935,0.10030121851013973,0.09646450399886816,392.4139070441015,FFFF,100000,125470,2,1,1,99999,20,((Inf(14) | Fin(2)) & (Fin(10) | Inf(3) | (Inf(9)&Inf(11)) | Inf(11) | (Inf(11)&Inf(16))) & (Fin(4) | Inf(1)) & Fin(4)) | (Fin(15) & ((Fin(4) & Inf(3)) | Fin(6) | Inf(11))) | (((Fin(1) & Inf(12)) | Fin(13)) & Fin(15) & Fin(8)) | (Fin(11) & Inf(9)) | Inf(12) | ((Inf(7) | Fin(4) | (Fin(3) & Inf(17))) & ((Fin(16) & Fin(5)) | (Inf(5) & (Inf(9) | Inf(18))))) | ((Fin(14) | (Inf(3)&Inf(11))) & Fin(0)) | Fin(19),random-rep
25,19.45650650013704,6.345477540744469,6.374041300732642,257.8934690100141,FFFF,100000,125514,4,1,1,99997,20,((Inf(11)&Inf(19)) & ((Fin(4)|Fin(9)) | ((Inf(2) | (Fin(19) & Inf(19))) & (Fin(2)|Fin(8)) & Inf(14)) | (Fin(17) & Fin(10)) | (Inf(11) & Fin(13))) & ((Fin(11) & (Fin(7) | Inf(15) | Inf(18)) & Inf(11) & (Inf(6) | Inf(3))) | ((Fin(19) | Inf(19) | (Inf(3)&Inf(18))) & Fin(0)))) | (((Fin(11) & Fin(13)) | Fin(13) | Inf(15) | Inf(16)) & (Fin(4)|Fin(17))) | (Fin(16) & Fin(4) & Inf(1) & (Fin(11)|Fin(15)) & Fin(12) & Fin(5)) | (Fin(15) & Inf(8)),random-rep
26,29.977247799979523,4.435452499892563,4.431471780408174,147.8747839864809,FFFF,100000,125371,2,1,1,99999,20,((Fin(16) | Inf(18)) & Inf(16) & Fin(7) & Fin(11)) | ((Inf(2) | Inf(3) | Inf(6)) & (Inf(9)&Inf(10)) & (Fin(19) | ((Inf(4) | Inf(2)) & ((Inf(1)&Inf(11)) | ((Inf(5) | Fin(13)) & Fin(17) & (Inf(12)&Inf(14)) & Fin(8)))) | Inf(19)) & (Fin(0)|Fin(3)) & (Inf(6) | Inf(15) | Inf(11) | Inf(3) | Inf(7) | (Fin(8) & Inf(4))) & Fin(17) & (Fin(4) | Inf(18))),random-rep
27,7.2278554807417095,0.17951066049863584,0.17418395102140494,334.12595302797854,FFFF,100000,125390,29,2,2,99973,20,((Inf(13) | Inf(12) | (Inf(1)&Inf(10)) | (Fin(3)|Fin(11)) | Inf(7)) & (Inf(2) | (((Inf(19) & Fin(8)) | Inf(15)) & Inf(17))) & ((Fin(4) & Fin(3) & Fin(14)) | Inf(5) | Inf(4) | Fin(2)) & (Inf(1) | Inf(15)) & (((Fin(0)|Fin(9)) & Inf(18)) | Fin(7))) | (Inf(17) & Fin(19) & Fin(6) & (Fin(16)|Fin(18))) | (Inf(11) & Fin(13)),random-rep
28,61.80429559899494,44.56273940159008,23.150420398451388,475.73362302500755,FFFF,100000,125495,1,1,1,100000,20,(Inf(14) | (Fin(0)|Fin(5)|Fin(12)|Fin(19)) | (Inf(4) & Fin(6) & (Fin(12) | (Inf(15) & (Inf(15) | Inf(17))))) | Inf(11)) & ((Fin(8) & Fin(15)) | (Fin(1)|Fin(7)) | Inf(16)) & (Inf(16) | Fin(0)) & (Inf(5) | Inf(10)) & (Inf(0) | Inf(0)) & ((Fin(1)|Fin(9)) | (Fin(15) & (((Inf(18) | Fin(2)) & (Inf(1)&Inf(4))) | (Fin(3) & Inf(13))))),random-rep
29,20.620002900250256,7.840867859777063,7.68665072042495,240.02802703762427,FFFF,100000,125235,5,2,2,99997,20,(Inf(9)&Inf(10)) & ((Inf(7) & Fin(8)) | (Fin(3)|Fin(8)) | (Fin(1) & (Inf(7) | Fin(15)) & Inf(19))) & (Inf(0) | Inf(7) | Inf(14)) & (Inf(11) | ((((Inf(5)&Inf(15)) & Fin(12)) | (Fin(10)|Fin(17))) & Inf(12) & Fin(6) & (Inf(13) | Fin(2))) | ((Inf(19) | (Inf(13) & (Inf(6) | Inf(4)))) & (Inf(18) | Inf(16)))),random-rep
30,6.139473859220743,0.09108373180497438,0.08701499460730702,12.551764652016573,FFFF,100000,125498,2,2,2,100000,20,(Inf(17) & (Inf(17) | Fin(7))) | Inf(7) | (Fin(13) & Inf(9)) | (Fin(1)|Fin(7)) | (Fin(4) & (Inf(7)&Inf(13)) & Fin(7) & Fin(8) & Fin(18)) | ((Fin(8)|Fin(11)) & ((Inf(5) & (Fin(10) | Inf(0))) | Inf(16))) | Inf(12) | (((Inf(7) & Fin(7)) | (Inf(2) & ((Fin(14) & Fin(8)) | Inf(17)))) & (Inf(2) | Inf(12) | (Fin(3)|Fin(15)) | (Inf(8)&Inf(19)) | Inf(6))),random-rep
31,6.362180738942698,0.048679378803353754,0.04483048960100859,134.5519965107087,FFFF,100000,125563,7,1,1,99994,20,(Inf(2) & Fin(8)) | (Inf(18) & (Fin(15) | Inf(17) | Inf(5) | ((Inf(0)&Inf(2)&Inf(6)) & (Inf(8) | Inf(8))))) | Inf(7) | (((Inf(0)&Inf(13)) | ((Inf(12)&Inf(18)) & ((Fin(11)|Fin(16)) | Inf(15)))) & ((((Inf(16) & (Inf(14) | Inf(9) | (Inf(13) & (Inf(16) | Inf(6) | Inf(0))))) | Inf(1)) & Inf(5)) | Inf(4) | (((Inf(3)&Inf(5)) | Inf(17)) & Fin(19) & Fin(7)) | (Inf(10) & Fin(0)))),random-rep
32,8.871259860461578,0.5667493400396779,0.47989525797311217,106.76491950289346,FFFF,100000,125188,3,2,2,99999,20,((Fin(4) & (Inf(15) | (Fin(1)|Fin(3)|Fin(9)|Fin(17)) | Inf(18) | Inf(7) | (Fin(1) & (Fin(17) | Inf(4))))) | (Fin(6) & Inf(16)) | Inf(12) | (Fin(0)|Fin(4)) | Inf(2) | Inf(5) | (((Fin(5) & (Fin(17) | Inf(14)) & Fin(3)) | Inf(3)) & ((Fin(6) & Inf(15)) | Inf(17)))) & Fin(17) & (((Inf(2)&Inf(6)&Inf(10)&Inf(12)) & (Fin(10)|Fin(17)) & Fin(12) & (Inf(2) | (Fin(8)|Fin(17)) | Inf(13))) | Inf(11) | Inf(19)),random-rep
33,53.90054059680551,39.695717103313655,20.314768998650834,373.18097497336566,FFFF,100000,125375,3,1,1,99998,20,(Fin(6) & (Inf(6) | (Fin(19) & (Inf(8) | (Fin(2)|Fin(11)))))) | (((Fin(6)|Fin(14)|Fin(18)) | Inf(5) | Inf(18) | Inf(0)) & ((Inf(1)&Inf(13)) | Fin(7) | ((Fin(17) | (Inf(14) & Fin(7)) | Inf(3)) & Fin(4) & Inf(6)) | ((Inf(6) | (Inf(8)&Inf(17))) & (((Fin(9)|Fin(15)) & (Inf(4)&Inf(13))) | (Inf(15) & Fin(16))) & (Inf(13)&Inf(15)))) & (Inf(4)&Inf(12)&Inf(14)&Inf(17)) & (Inf(6) | (Fin(0)|Fin(18))) & Fin(10)) | ((Inf(10)&Inf(16)) & Fin(13)),random-rep
34,7.57348965969868,2.705278539797291,2.6850208797259256,189.26171399652958,FFFF,100000,125252,2,2,2,100000,20,(Fin(17) & ((Fin(9)|Fin(19)) | Inf(10) | Inf(10))) | (((((Fin(1) & Fin(19) & Inf(7)) | (Fin(11)|Fin(15)) | Inf(18) | Inf(10) | Inf(8) | Inf(10)) & Inf(18) & (Fin(2)|Fin(18)) & (Inf(13) | Inf(14) | Inf(15))) | (Fin(3) & (Inf(1)&Inf(15)) & Fin(0)) | (Inf(19) & (Inf(18) | Fin(5))) | (Fin(1) & Inf(16) & Fin(18)) | Inf(14) | Inf(7) | Inf(16) | Fin(6)) & (Inf(8)&Inf(13)&Inf(18)) & ((Fin(12) & Fin(10) & Inf(8)) | Inf(2) | Inf(16) | (Fin(12) & (Fin(2)|Fin(9)) & Fin(5) & Inf(12))) & (Inf(19) | Inf(11)) & Fin(4)),random-rep
35,6.912391500081867,0.05865172239718959,0.05452519659884274,340.12269496452063,FFFF,100000,125678,1,1,1,100000,20,((((Fin(13) & Fin(10)) | Inf(7)) & (Inf(16) | Inf(13)) & ((Fin(8)|Fin(19)) | Inf(3)) & (Inf(14) | (Fin(13) & (Inf(8) | Inf(13) | Inf(13) | Inf(5))))) | (Inf(1)&Inf(19)) | ((((Inf(4)&Inf(13)&Inf(18)) & Fin(0) & (Inf(17) | Fin(18)) & Fin(16) & (Inf(15) | Fin(11))) | Inf(7)) & (Inf(4)&Inf(13)) & (Fin(16) | Inf(8)))) & (((Fin(8)|Fin(12)) & (Inf(6) | Fin(12))) | Inf(16) | (Fin(4)|Fin(8)) | Inf(13) | (Inf(9) & Fin(2))),random-rep
36,6.636590440757573,0.08142845900729298,0.07644206039840355,478.0015700380318,FFFF,100000,125330,2,1,1,99999,20,((Inf(1) | Inf(10) | (Fin(14)|Fin(16))) & ((Inf(7) & Fin(13) & Fin(10) & ((Inf(9) & (Fin(19) | Inf(10))) | ((Fin(2)|Fin(5)|Fin(17)) & Fin(14) & (Inf(5)&Inf(11)) & Fin(6) & (Inf(8) | Fin(18) | ((Inf(5) | Fin(2)) & ((Fin(7)|Fin(10)|Fin(19)) | (Fin(14) & Inf(16) & Fin(9)))))))) | ((Inf(5) | Inf(10) | Inf(10) | Fin(8)) & (Inf(17) | (Inf(15) & (Fin(0) | (Fin(5) & Inf(4)))))))) | ((Inf(13) | Inf(12) | (Fin(1) & Fin(6))) & Fin(3) & Fin(19) & Inf(4) & (Inf(7) | Fin(7))),random-rep
37,6.419817720307037,0.08589570579351857,0.08197073399787769,141.6791994997766,FFFF,100000,125548,1,1,1,100000,20,((Inf(3)&Inf(5)&Inf(7)&Inf(9)&Inf(19)) & Fin(4)) | (Inf(17) & Fin(0) & ((Fin(18)|Fin(19)) | (Fin(11) & Inf(2) & Fin(12)))) | ((Inf(4)&Inf(6)&Inf(19)) & Fin(16)) | Inf(12) | Inf(1) | Inf(13) | ((Inf(10)&Inf(14)&Inf(17)) & Fin(15) & Fin(11) & ((Fin(8)|Fin(13)) | (Fin(12) & Fin(11))) & (Inf(15) | Fin(19) | Inf(11))),random-rep
38,39.554240996949375,32.04502720036544,12.290826049866155,53.21382380789146,TTTT,100000,125649,1,1,1,100000,20,(((Inf(9) | Inf(7) | (Fin(5)|Fin(14)|Fin(19)) | Inf(11) | Inf(12) | Inf(18) | Inf(13)) & Fin(5) & Inf(10)) | Fin(11) | Inf(3) | (((Fin(0)|Fin(8)) | Inf(5)) & Fin(12))) & ((Inf(4) & Fin(5)) | (Fin(16) & Inf(8)) | (Fin(1)|Fin(17)) | Inf(18) | Inf(5)) & (Inf(3)&Inf(6)&Inf(11)) & Fin(15) & Fin(5) & ((Fin(12) & Fin(8) & (Fin(2)|Fin(8)|Fin(15))) | Fin(3)),random-rep
39,6.163383140228689,0.02979163359850645,0.02632066960213706,82.47651800047606,FFFF,100000,125562,30,2,2,99972,20,((Inf(5)&Inf(7)&Inf(10)) & (Fin(2)|Fin(18)) & (Inf(11) | Fin(16)) & (Inf(7) | Inf(15)) & Fin(4) & (Inf(9) | Fin(7))) | Inf(8) | ((Inf(19) | (Fin(13) & Fin(5)) | (Fin(12) & Fin(3) & Inf(13))) & (Inf(0) | Inf(19) | (Fin(4)|Fin(14)) | Inf(19) | (Fin(13) & Inf(6))) & Fin(16) & Fin(5) & Fin(1) & Fin(6)) | (((Fin(6)|Fin(18)|Fin(19)) | Inf(19) | Inf(19) | (Inf(12) & Fin(0))) & ((Fin(4)|Fin(5)) | Inf(17))),random-rep
40,6.446579840267077,0.0738338862080127,0.06951999339507893,276.86465496663004,FFFF,100000,125633,6,2,2,99996,20,(Fin(8) & (((Inf(11) | Inf(10)) & (Inf(17) | Fin(6))) | Inf(3))) | (Fin(10) & Fin(13)) | (Fin(2) & (Inf(7) | Fin(10))) | Fin(16) | (Inf(3)&Inf(8)&Inf(9)) | ((Inf(8) | (Fin(11) & Inf(4) & Fin(19) & ((Fin(10) & Inf(9)) | (Fin(19) & Inf(14)) | Fin(15)))) & Fin(8) & (Inf(18) | Inf(5) | Inf(8) | Fin(17))) | ((Inf(11)&Inf(19)) & (Inf(10) | Inf(12) | Inf(0) | (Inf(0) & Fin(10)) | Fin(1) | Inf(15))),random-rep
41,26.032713300082833,2.0732274698093534,2.0710346999112517,345.98173201084137,FFFF,100000,125185,11,1,1,99990,20,((Fin(3)|Fin(9)) & ((Inf(11)&Inf(19)) | Inf(5) | Fin(8)) & Fin(6)) | ((Fin(12) | Inf(2)) & (Fin(5)|Fin(12)|Fin(16)) & ((Fin(4)|Fin(17)) | Inf(7) | Inf(0))) | (Fin(5) & Fin(1) & Fin(16) & Inf(7) & (Inf(5) | (Fin(2)|Fin(18)) | Inf(18) | ((Inf(5)&Inf(18)) & (Fin(13)|Fin(14))))) | (((Fin(14)|Fin(15)) | Inf(10) | Inf(12) | Inf(1) | Inf(1) | ((Inf(18) | Inf(14)) & ((Fin(14) & Inf(5)) | Fin(1)))) & Fin(5) & Fin(14) & (Inf(11)&Inf(18))),random-rep
42,6.09390298021026,0.04698497900972143,0.04185160760534927,12.442765300511383,FFFF,100000,125432,1,1,1,100000,20,(Fin(1)|Fin(3)|Fin(6)|Fin(9)|Fin(11)) | (Fin(1) & ((Inf(1) & Fin(5)) | Inf(11))) | Inf(17) | Inf(1) | ((Fin(1)|Fin(12)) & (Inf(0)&Inf(12))) | ((Inf(2)&Inf(9)) & (Fin(4) | Inf(18))) | (Fin(6) & (Fin(16) | Inf(19)) & Fin(17) & Inf(18) & Fin(15)) | Inf(1) | (Inf(1)&Inf(13)) | Inf(14) | Inf(3) | Inf(8) | ((Inf(7) | (Fin(10)|Fin(14))) & Fin(0)),random-rep
43,7.458115960471332,0.08137761580292135,0.0764913375955075,333.0656850012019,FFFF,100000,125323,8,2,1,99993,20,((Inf(18) | Fin(15)) & (Fin(1) | Inf(5)) & (Inf(15) | Fin(5)) & (Inf(11)&Inf(12)) & ((Fin(6)|Fin(10)) | (Fin(16) & Fin(5)) | Inf(4) | (Inf(2) & ((Fin(3)|Fin(14)|Fin(16)) | Inf(16) | Inf(9) | Inf(13)))) & (((Inf(14)&Inf(17)) & (Fin(2)|Fin(8))) | Inf(11) | Inf(5) | Inf(7) | Inf(13) | Inf(16) | ((Inf(8) | Inf(14)) & Fin(12) & Fin(11))) & (((Fin(2)|Fin(9)) & Fin(2)) | (Inf(0)&Inf(12)) | Fin(19))) | (Inf(2)&Inf(14)),random-rep
44,6.862880559638143,0.0456277159973979,0.041341459390241656,194.89743351005018,FFFF,100000,125605,4,1,1,99997,20,(((Fin(16) & (Inf(14) | Inf(7) | Fin(17) | Inf(17))) | (Fin(6) & Inf(12)) | Fin(11)) & (Inf(1)&Inf(13)&Inf(17)) & Fin(0) & Fin(15) & (Inf(1) | (Inf(5) & (Inf(12) | Inf(10)) & (Fin(13) | Inf(16) | Inf(2)))) & ((Fin(5) & Inf(19)) | (((Fin(4) & Fin(13)) | Inf(1) | Fin(8)) & Inf(9))) & (Fin(2) | (Fin(16) & Inf(1))) & (Fin(15) | (Fin(16) & (Inf(15) | Fin(14) | Inf(18))))) | (Inf(16) & ((Fin(3)|Fin(7)|Fin(16)) | Inf(18) | (Fin(13) & Inf(16)))),random-rep
45,18.8005403499119,0.6273753679124638,0.62030379998032,79.83800700167194,FFFF,100000,125669,1,1,1,100000,20,(Fin(2) & ((Fin(19) & Inf(10)) | Inf(1) | Fin(5)) & (Inf(9) | (Fin(11) & Fin(7))) & ((Fin(13)|Fin(15)|Fin(16)) | Inf(3)) & (Inf(2) | (Inf(6)&Inf(14)))) | (Fin(0) & Inf(0) & (Inf(19) | (Fin(8)|Fin(18)) | (Fin(4) & Fin(4)) | Inf(14))) | Fin(2) | (Inf(12) & Fin(17) & Fin(4)),random-rep
46,7.004326919559389,0.036818831495475025,0.03308349899598397,109.39424400567077,FFFF,100000,125386,2,1,1,99999,20,(((Inf(3) & Fin(9)) | ((Inf(13)&Inf(17)) & Fin(16) & Fin(11))) & (((Inf(4) | (Fin(2)|Fin(5)|Fin(13))) & Fin(9) & (Inf(19) | Inf(0)) & Fin(18) & Fin(6) & Fin(9)) | Fin(6))) | (Inf(14) & ((Inf(19) & (Fin(10) | Inf(15) | Inf(14) | Inf(12))) | (Fin(1) & (Inf(9) | Inf(8))) | Fin(7) | Inf(16))),random-rep
47,31.860874296398833,4.463491119677201,4.464301780099049,163.61348348436877,FFFF,100000,125455,4,1,1,99997,20,((Fin(12) & (Fin(5) | Inf(4) | Inf(4))) | (Fin(0) & (Inf(4)&Inf(5))) | ((Inf(13) | (Fin(8)|Fin(19)) | Inf(1)) & Fin(13))) & (((Inf(3)&Inf(6)&Inf(8)) & Fin(7) & Fin(8) & Fin(17) & (Inf(4) | Fin(1)) & ((Fin(9)|Fin(15)) | (Fin(0) & Fin(18)) | ((Fin(14) | Inf(10)) & Inf(16)))) | (Fin(8) & Fin(0))) & (Fin(11) | ((Fin(15) | Inf(2) | Inf(18)) & Fin(16))),random-rep
48,54.58651880035177,41.68543859850615,22.161299496656284,796.0813019890338,FFFF,100000,125211,3,1,1,99998,20,(Inf(5) & (Fin(14) | Inf(8)) & (Fin(1) | (Fin(7) & Inf(17)))) | (((Inf(11) & Fin(2)) | (Inf(11)&Inf(13)) | Fin(0) | ((Inf(4)&Inf(11)) & Fin(13))) & (((Fin(17) | (Inf(1)&Inf(7))) & Fin(7)) | (((Inf(12)&Inf(16)) | Inf(14) | Fin(18)) & Fin(11)) | Inf(10) | ((Inf(11) | Fin(17)) & Fin(6))) & ((Inf(19) & Fin(11)) | Fin(3) | (Fin(11) & (Fin(16) | Inf(15) | Inf(7)) & Fin(9) & Fin(7)) | (Fin(2) & Fin(17)))),random-rep
49,25.09672280284576,10.446521299309097,10.24108735146001,503.0529869836755,FFFF,100000,125362,3,1,1,99998,20,(Fin(19) & (Inf(3) | Inf(11)) & Inf(7)) | ((Inf(0)&Inf(1)) & Fin(4) & (Inf(13) | Fin(18)) & (Inf(2) | Inf(19)) & ((Fin(6)|Fin(9)) | Inf(10)) & Fin(19) & (Fin(8)|Fin(14)) & ((((Fin(11)|Fin(17)) | (((Fin(9) & Inf(3)) | Fin(1)) & Fin(16) & (Inf(15) | Inf(8) | Inf(9)) & Inf(11) & (((Inf(18) | (Fin(18) & Inf(12))) & Inf(5)) | ((Inf(8) | Inf(11)) & Fin(7)) | ((Inf(9)&Inf(10)) & (Inf(19) | (Fin(7)|Fin(18))))))) & (Inf(11)&Inf(12)) & (Fin(14)|Fin(15))) | Inf(5))),random-rep
0,43.504461203701794,42.522324807941914,10.494502048823051,11.879684749874286,TTTT,10000,10116,5,1,1,9996,32,(Fin(0) & Inf(1)) | (Fin(2) & Inf(3)) | (Fin(4) & Inf(5)) | (Fin(6) & Inf(7)) | (Fin(8) & Inf(9)) | (Fin(10) & Inf(11)) | (Fin(12) & Inf(13)) | (Fin(14) & Inf(15)) | (Fin(16) & Inf(17)) | (Fin(18) & Inf(19)) | (Fin(20) & Inf(21)) | (Fin(22) & Inf(23)) | (Fin(24) & Inf(25)) | (Fin(26) & Inf(27)) | (Fin(28) & Inf(29)) | (Fin(30) & Inf(31)),Rabin
1,43.102215602993965,42.13222499238327,10.425741600920446,11.732992401812226,TTTT,10000,10108,81,2,2,9921,32,(Fin(0) & Inf(1)) | (Fin(2) & Inf(3)) | (Fin(4) & Inf(5)) | (Fin(6) & Inf(7)) | (Fin(8) & Inf(9)) | (Fin(10) & Inf(11)) | (Fin(12) & Inf(13)) | (Fin(14) & Inf(15)) | (Fin(16) & Inf(17)) | (Fin(18) & Inf(19)) | (Fin(20) & Inf(21)) | (Fin(22) & Inf(23)) | (Fin(24) & Inf(25)) | (Fin(26) & Inf(27)) | (Fin(28) & Inf(29)) | (Fin(30) & Inf(31)),Rabin
2,40.86131179938093,42.84524900140241,10.14283589902334,11.322468498838134,TTTT,10000,10115,573,2,2,9429,32,(Fin(0) & Inf(1)) | (Fin(2) & Inf(3)) | (Fin(4) & Inf(5)) | (Fin(6) & Inf(7)) | (Fin(8) & Inf(9)) | (Fin(10) & Inf(11)) | (Fin(12) & Inf(13)) | (Fin(14) & Inf(15)) | (Fin(16) & Inf(17)) | (Fin(18) & Inf(19)) | (Fin(20) & Inf(21)) | (Fin(22) & Inf(23)) | (Fin(24) & Inf(25)) | (Fin(26) & Inf(27)) | (Fin(28) & Inf(29)) | (Fin(30) & Inf(31)),Rabin
3,42.329970200080425,41.15799380233511,10.102482451475225,11.47131364850793,TTTT,10000,10114,285,1,1,9716,32,(Fin(0) & Inf(1)) | (Fin(2) & Inf(3)) | (Fin(4) & Inf(5)) | (Fin(6) & Inf(7)) | (Fin(8) & Inf(9)) | (Fin(10) & Inf(11)) | (Fin(12) & Inf(13)) | (Fin(14) & Inf(15)) | (Fin(16) & Inf(17)) | (Fin(18) & Inf(19)) | (Fin(20) & Inf(21)) | (Fin(22) & Inf(23)) | (Fin(24) & Inf(25)) | (Fin(26) & Inf(27)) | (Fin(28) & Inf(29)) | (Fin(30) & Inf(31)),Rabin
4,43.01936080446467,41.713906393852085,10.29444370069541,11.50172874913551,TTTT,10000,10107,64,1,1,9937,32,(Fin(0) & Inf(1)) | (Fin(2) & Inf(3)) | (Fin(4) & Inf(5)) | (Fin(6) & Inf(7)) | (Fin(8) & Inf(9)) | (Fin(10) & Inf(11)) | (Fin(12) & Inf(13)) | (Fin(14) & Inf(15)) | (Fin(16) & Inf(17)) | (Fin(18) & Inf(19)) | (Fin(20) & Inf(21)) | (Fin(22) & Inf(23)) | (Fin(24) & Inf(25)) | (Fin(26) & Inf(27)) | (Fin(28) & Inf(29)) | (Fin(30) & Inf(31)),Rabin
5,1.1513372100307606,0.3405911959707737,0.3354041390120983,27.214190101949498,FFFF,10000,10133,26,1,1,9975,32,(Fin(0) & Inf(1)) | (Fin(2) & Inf(3)) | (Fin(4) & Inf(5)) | (Fin(6) & Inf(7)) | (Fin(8) & Inf(9)) | (Fin(10) & Inf(11)) | (Fin(12) & Inf(13)) | (Fin(14) & Inf(15)) | (Fin(16) & Inf(17)) | (Fin(18) & Inf(19)) | (Fin(20) & Inf(21)) | (Fin(22) & Inf(23)) | (Fin(24) & Inf(25)) | (Fin(26) & Inf(27)) | (Fin(28) & Inf(29)) | (Fin(30) & Inf(31)),Rabin
6,42.78845740482211,42.16593119781464,10.259646250051446,11.769198151887394,TTTT,10000,10101,17,1,1,9984,32,(Fin(0) & Inf(1)) | (Fin(2) & Inf(3)) | (Fin(4) & Inf(5)) | (Fin(6) & Inf(7)) | (Fin(8) & Inf(9)) | (Fin(10) & Inf(11)) | (Fin(12) & Inf(13)) | (Fin(14) & Inf(15)) | (Fin(16) & Inf(17)) | (Fin(18) & Inf(19)) | (Fin(20) & Inf(21)) | (Fin(22) & Inf(23)) | (Fin(24) & Inf(25)) | (Fin(26) & Inf(27)) | (Fin(28) & Inf(29)) | (Fin(30) & Inf(31)),Rabin
7,42.828890995588154,42.366930400021374,10.26758044899907,11.460856549092568,TTTT,10000,10084,110,2,2,9892,32,(Fin(0) & Inf(1)) | (Fin(2) & Inf(3)) | (Fin(4) & Inf(5)) | (Fin(6) & Inf(7)) | (Fin(8) & Inf(9)) | (Fin(10) & Inf(11)) | (Fin(12) & Inf(13)) | (Fin(14) & Inf(15)) | (Fin(16) & Inf(17)) | (Fin(18) & Inf(19)) | (Fin(20) & Inf(21)) | (Fin(22) & Inf(23)) | (Fin(24) & Inf(25)) | (Fin(26) & Inf(27)) | (Fin(28) & Inf(29)) | (Fin(30) & Inf(31)),Rabin
8,42.689826409332454,42.302649398334324,10.1588734483812,11.717408199911006,TTTT,10000,10101,93,1,1,9908,32,(Fin(0) & Inf(1)) | (Fin(2) & Inf(3)) | (Fin(4) & Inf(5)) | (Fin(6) & Inf(7)) | (Fin(8) & Inf(9)) | (Fin(10) & Inf(11)) | (Fin(12) & Inf(13)) | (Fin(14) & Inf(15)) | (Fin(16) & Inf(17)) | (Fin(18) & Inf(19)) | (Fin(20) & Inf(21)) | (Fin(22) & Inf(23)) | (Fin(24) & Inf(25)) | (Fin(26) & Inf(27)) | (Fin(28) & Inf(29)) | (Fin(30) & Inf(31)),Rabin
9,13.158434050274082,11.274287951528095,3.229271490126848,26.640394097194076,FFFF,10000,10110,11,1,1,9990,32,(Fin(0) & Inf(1)) | (Fin(2) & Inf(3)) | (Fin(4) & Inf(5)) | (Fin(6) & Inf(7)) | (Fin(8) & Inf(9)) | (Fin(10) & Inf(11)) | (Fin(12) & Inf(13)) | (Fin(14) & Inf(15)) | (Fin(16) & Inf(17)) | (Fin(18) & Inf(19)) | (Fin(20) & Inf(21)) | (Fin(22) & Inf(23)) | (Fin(24) & Inf(25)) | (Fin(26) & Inf(27)) | (Fin(28) & Inf(29)) | (Fin(30) & Inf(31)),Rabin
